Collections of quad+ 119s
[4] 636728739065 -> 10141250865f09001d78119e11997ae2f8bfeef513911956a7c40119b43bb99f
[4] 639302631987 -> a97a3710ac1195682725b5dbc5bf39811967611946babbd119db32b635c48b1e
[4] 642088435737 -> 8f8080c11982da119d721233cb063a9093e78f603e325911912511195f23d987
[4] 642550065643 -> 11904119d988bae03f281199feb4a34021e42e3abd334b4f0fb119ab01e9233f
[4] 642778036488 -> dd623b207f0919a4e11999119e2199979af41198b081192b59ceaf4e872bf811
[4] 643029342338 -> 5ca811976df1190552bae58a143353c370baf250f031198b8b119b177b7614e8
[4] 643865246225 -> b0e94558c53119574b8e01195064a2bf1192119d4e80d5f97ebe3e9453e1b934
[4] 646173369780 -> a0119b3de636119003612ea76b60811901c84c6f28821198b2731a79554b2b4a
[4] 646966184288 -> 9acd0119e5245bf7cb5b9ea119e1199a106e1199c17a5df97dd0fe5092277f45
[4] 648516745497 -> a2d273bf1c86f1193c39e0a11916a8a2d6bafe9e119b417119087fbd6c6c91a2
[4] 648594539991 -> 3a59833521191119f9dd011960e344661194f20d7922a12ffbb318f40f7bd6b9
[4] 649047814061 -> 5119918322d0e60cb119e53f762209f18281511940bb91191f0903cb3bfb85a8
[4] 649084884969 -> 1198b058d81bb90885ce41bb5f757e0ea9e7511986e3f1198f9321193d1939d0
[4] 649553824504 -> 1197c3119b5fdf5053615119878bc1fe8a14ecacd2119dc9443c984492eba448
[4] 649701633105 -> 11980213111911958a8a1192fd756c25210586ede3b8797cfd634aae4e2fbe80
[4] 649857623058 -> d99fb32491d902cd4c721ef03e1a345482893524df61191194511911938321aa
[4] 650132688177 -> c12bc1f71190615f1c0c58f53d52420a211191194a491f6abd119177e3224cc9
[4] 650353837195 -> 70b483eb42b1190e20d7cf5475e5b3dbb1194b860ed1b1191fcb7be3c6ad119f
[4] 650390101873 -> fb811c8c1fa119d246ca5fd0c119062388e0ff6fb0074411969954c14e411929
[4] 651849790592 -> 6ccd7317d1ad11922c119c21fce5292119eaffac11947d70983b063f101247c0
[4] 651962026996 -> 9e119bfbc7cf7d1fb119657175a3119667909742002f1936d0b9d6019b3119aa
[4] 653527964149 -> 630f4f655102e10d119e99a98cdc1198b119dab41191fa1afeb93974c7f604a5
[4] 654475906632 -> 33b7c643119dce26389d90211191439d4119bb92f107f283f4119423d4b71791
[4] 654876841785 -> 9d119155aad96bef119a173ac779d46438d108e51198a657484119202eecf709
[4] 655179668404 -> 7111912084d94a119e648eded2cecfe8a96a9f7abcfcd1190a61192536d46d7a
[4] 655623506953 -> 119a3453dac6d617debd2bc24c3248e7fe419611917afd119f771194cf370c66
[4] 655685303231 -> 1197314119520844836b3b04119ff4472ab1b992119eacbf5956434c19434e94
[4] 655930325410 -> fbf4349e1613ae74119c4cbfe22aa1f119f3df5bf11935c9ac6259bde1e01196
[4] 656405030001 -> 119d0aa73264119e9ac8119cd2219b0c1057ff39801119e40c5eb9155fbcdc50
[4] 656898184703 -> 968119feccc2d539002e68e7ba1d23fdd439d5370ce90a3119f119f9119d9256
[4] 657593758153 -> a1c631190e35e6aef342119da811967c7d5fbe97311929af45132423741dae60
[4] 657881122905 -> 438f951193119f632ef6509c1f451de25a80beb1197e19833b86ac81119e5246
[4] 658256758050 -> 586821197bc2c42c06e4f7a48a1e37119c5120732548ee5de9e61191195867de
[4] 658320867720 -> 812f119bb5bf3ebb8d11903165b23161e6709865171a81196472401192f65f18
[4] 659895915157 -> 3e119702a23119bad9909f2c9d42119104bb8cb7587fe4609119692968b836a7
[4] 660320919970 -> e1197f1a364040b04785f081198dda3d7ad473531418af1620241a6e11911944
[4] 660902916592 -> 01191119e8030690593eecdf9f53119e4bb924a83d801b3451192ba2213b2677
[4] 661450350829 -> 4c46279fe43ad8c119119bdcae11984b82db740ddde94af99119349075d90d43
[4] 662460266645 -> eb3a0c5a9d2f119c136f0c2ddb55e947a9119fd554cf802119ef696be68119d6
[4] 662907300794 -> eb837a0bdc146625d9c3b4d5119318695558f011916119d8fc79119ba05551c2
[4] 665019759476 -> b4834aa92095e207c5411198feb521473e25adde11941192077a2c3b119464ed
[4] 665069572445 -> 1c64b11933f119ac3b62119119d64e900697b8bc25233f57de71b27ba6a19553
[4] 665405666071 -> 4d701eb20a1fe56748bb119e3fa4d0119e107afcf9c119a0475c261194ddb1b3
[4] 666105720959 -> e737444616439d12ee71b9a3f365751190ec879ec4e0d5001191193f119877d0
[4] 666562512108 -> 05bc93e119e7059229d2579dc518b1191198e119e44f6c35b33e3c52b00cb353
[4] 666868420286 -> de0a72a1a2fac22e78f731193ea73119dd207722e97119a5ffbc29e7711936b5
[4] 666933387595 -> 529923a774264de14711988dff119304a29d6614a3af0711919cde62180c119d
[4] 667296292927 -> 1194c96c119b49b2a36ddf621d18e7119be725481190d1b71724dd3b294d40b2
[4] 667714528880 -> 011943c8b06da02b643427f119e119f2249d4f932b8f40d0f511941ec9a96972
[4] 667915764488 -> 9100f0c6fd119889848df3bb131ccaf1119119c2f2c8bead4dd04c0341192f7b
[4] 667960371163 -> bb9fe1191fc91196a24baf04868a88151190cca9e7d4a506c68dba1191cc3040
[4] 669491805390 -> 652c119482bfca5119a24c10119802c0e63f369b42d3d119e7c7e2c4f7dfd548
[4] 669669013699 -> f7119b889931c6897d5012cb544a119118785141191196d717e19bf055b47f3d
[4] 669669836479 -> 03fdea6c1d5119be5008de55251d28e5087f54119ad3fa2611990ee11918b078
[4] 670505299767 -> 9a35e443497bc646c119d211922ebfaf81259ee5f2a3a119d0958641b2075119
[4] 670643962726 -> e8b1190b9dfdf1378119d2d2fc81174c94d1d674c3724f7a7181191195b69639
[4] 670999666347 -> f6635f411912390d1195df4bb161bb2f39119759c6975c0d6d43acd5c4c49119
[4] 672739716272 -> 11960bb78ba6b0e119a40f4676ab9e4119433830cfae5b01a07711954c66f446
[4] 672762225293 -> 1ac09119ec202a0761194060793b1b931119fc32fd5f77cc119130d9b2032e91
[4] 672814346121 -> 725b119119019bbf28119a86fa3861f14993c17541aa4156bfc87b8f0701191b
[4] 673531682628 -> df917e9f3988b119b0fdc07119c18331379ee0598a745586c16b4f796119119e
[4] 674661621410 -> 0f79f60b0755134faec7b72873b9a9f4dadf0e1198f50b621197119dbe541119
[4] 675486068456 -> d8227398b1194115f29df7db9119214f26cc5119917e5311951ba1e31454fa95
[4] 675551413054 -> 7e46253afffd74c8b4afe11953119da11971196d40d8760ddb4e25ee61f10a30
[4] 675560938528 -> f529b00e119d61f2119dac59004934fd76467511977f63550f11972d3bac9594
[4] 676252423841 -> 328611980c09a2b1f96411999c5000ce17d62e9d03633b68b119409b6c73119e
[4] 676396361421 -> 1e57ea7cc1199724e11950090476da2a1e8076b119f000864d0c4c72c3f119f7
[4] 676499469806 -> 44b3b585dd16a119e015a625396e7ec0a1611951194f95330911952200114b27
[4] 676930943757 -> ec539c511198153bdf858011196a9993444717520884f119c6901e867a0119fe
[4] 677271737664 -> 4db92119d7bec1fcfe91191004ec116c6c41c21192a014c119cb853ee5dbee8b
[4] 677311102699 -> 6ce11922495b739898c119211192d26eb5ca27cfb1199436fd4cf938ccadb7fe
[4] 677450691184 -> 1b75cc4ea731197d6a76d75dc4e2495ed119b0952ff119e8636c951198ab3c64
[4] 678067257316 -> de665d38a119de3f35d59f65b11971a0f4d119119d78d4d461cbdca4e83191dc
[4] 678699803960 -> a2e68e30587b92cedbf24c4857f3a5d11912c71193eca778463a1196fe7e1198
[4] 678818789495 -> 6d1195601dfa6919e802094b2cda41194f119a2585e52e08d5ed9c6d61119a38
[4] 679463188586 -> 1198d43c8707e688f03477ef6a119e9a5d9f2fa3721a5119ad12cc119101ffa9
[4] 679602462484 -> 3efb28785119910e41195fcfd49795f4911911b4b97091013b25b21192341bed
[4] 680569929837 -> 360c726a119c9c1fe61131190ee9fbe8e8b4c8d977c6ff3c9e5eeb6b51191198
[4] 680661542688 -> 701191119dc3f3a1fc2d036f1d5ac825fd56f79678d1192081f42a791194faf7
[4] 680809103157 -> 679481def88e0ac3119aff05081df119b05e9fa117141ab9d12712119d692119
[4] 680877494218 -> c711911949517119d118fe718b07529135153e626e0acbf119965ed289e47336
[4] 681132332822 -> 6fd0a434d366147a6bee56b244fb6550451192863713ed119c119119fa54f1cb
[4] 681401672078 -> d7571fde27673512c39b0766b1192e975915a6a7a4b11911970532f7119ec82c
[4] 682190092504 -> 119a365604e29750671746b1197320744b7646119d11963a4850b57b0c002ad7
[4] 682765391904 -> a6129d5119a1197c930a955e77119b370af1a69d11438e444a3f2119a1d56488
[4] 684296036722 -> da921b66dadee97727cbf4119b902f8f42370b119b41e1193cc9f3c2119e8630
[4] 684426652400 -> e7b50935d1198efe0c2f4f06def80a833e2d141192c6da119ccb9611194946cd
[4] 684779588842 -> 1198311975046b0b1eb2b6550716831ac4b9ee30b136698328d2e2a11911973d
[4] 690380597941 -> e67119a6e4dd44503119e1160f80d2119884c2f45d7b85f1192ae3ce7b32c87d
[4] 690522914910 -> 1194a4d1c47b0e23a13a119facf1191b8f4279b204460321119ca86eaf1e7976
[4] 690669636241 -> 4a660e2f84c11993fb4f15c11196a0791bf4674ce2823cee11935fcc1191c22e
[4] 692117666902 -> 5c5168119ee1afc06f119f119bcce2302a521e8c3afbcc11930ad8095402cba7
[4] 693729481379 -> 9c56dea2b1194d054aae87119088783a231416d3b4905e61199319e96b0ce119
[4] 695052547146 -> b5b1cb1195816e57d3cb24c101199b119d50a07b6e111b234e04119e40e2e552
[4] 695281513611 -> 1192d85ad60e5cab2c60d5b1194d8690811919ebb6dbeeda348bf24451de1198
[4] 695365728880 -> db4fadc881870de89119e1b119af72dd859516583c4b71193c0119e8a2cd9f78
[4] 695731951479 -> 70c90311981e98192928fd411998af5230e7c5b97dd5e43afa7511920f18119c
[4] 696786291713 -> 8f6e3e811960e11984a52c77f970116e96b9635623045119bf79e9b006210119
[4] 696902552078 -> 0e425155c71191a4bb8540d181192ead40f6e1196a1193a10ee9d4ba768a2d4a
[4] 698064036917 -> 31bd9b21192f978271192806cd5179905a9f41133ec1b3b2d11935b105f81190
[4] 698726963822 -> b356ce15a119934069e9f71a89191ba211911966c69f94b0334f3119809f20ca
[4] 700182457890 -> cf60843025006604a7f385861193a9e90ef1193c2811938298790355d1199144
[4] 703085344674 -> 8c12074c4119452d55f971e8148119882948bc0b73119119fbffb3554870841a
[4] 703910692328 -> 4dd3d8541195723d7b460c8119a41193424afba31be0eee93880f472119ed188
[4] 704175871662 -> e119c0cc3c8e9da6532f87f79bc1194ec44d10e5472240787ce1195448119957
[4] 704387349951 -> 2c71192bcdec6bc601bda1195cc83092790454b491199c119bb88851e3aef485
[4] 704716860913 -> 306a97c1191411907a598bbc7ca436da119671193c9a7e89f6bf425c73bed0a5
[4] 705832845734 -> 531192902be58dea40119de5927e741194528d626910b8bc038706cf3e119141
[4] 706945134590 -> 119cf30603bff2211911936dd87fa83e119bf364e05f98b5e5dc8a919c05f8af
[4] 707543934741 -> 52b11913204e82fd6d711994119de2a01f0f84b40f938e6a06ec119644fa6e37
[4] 707809915206 -> b9ef7d5a8196613841193351a11947fd63f45af3fdeb119d7b299027119952a5
[4] 708716396237 -> 39e79169761192f327548460b21191cd24a1e36d9c119915119197f67250288b
[4] 709299317470 -> 5a8aa93ac632aefac5119526fe0bff5885aa98ea1190119886dbc817c1194405
[4] 709541374309 -> f3fa1d887f2929b119d935d48272e1f3011960b374b11918a38915435e119e95
[4] 710074350162 -> 2d53141194928f2ed0b072b54c245f1197398c2a17e3323119c50cee2119d7fe
[4] 711818540568 -> 4bc741811920355705b62c76f6c9593bbddbff2191198d51119ec0f018b11918
[4] 712331852920 -> c4044e3c70c119e5d4c156911912c1192e87924e9e006cedf11990c13673ec17
[4] 712711178715 -> 6f64c333f0b99df6eaf0e119791a0089e1194ac4752c31194288c43437fcd119
[4] 714733199985 -> 8638ff11192a11197b4de047f37ede73d9c01a73e540119119343e8bfc4e2540
[4] 715089200443 -> 65af1195b470d7abcb791193fd2f06ed2a863d8db3baab9af31192cde2411966
[4] 715197281073 -> bf90c46d364c119917b1d0f2119321193082f7cbbe841194934ddfa51a1f995b
[4] 715324383069 -> 81452ead18b2194ef447011198515f2e8a5d7d0d5a11964a1339c97119dd1197
[4] 715744460308 -> 401191a0ca71d1511965d01192af3f34555a435e45f1f9924901191203fa80f6
[4] 716237697710 -> f581576d119bc7e11985c0a58951190e0829d0f8b121198488fc9024b3af2656
[4] 716409866868 -> 98f4fd6c09b38508265263150619822119211960dcb83119fc8119add7775328
[4] 716984569680 -> 680737d044318d4c5fcb436638e119a06e16c8712981196119843d841192eaf6
[4] 717006910572 -> 878e311922863f944d1de2811980b6a3fe16dadba462026f0241195dac15119e
[4] 717175517207 -> eb8d354aa6d119cc6c11901193a46eb99e8fbd58a11980778a15058d9b0b4467
[4] 718133012481 -> c12eed239fe30f662fdcc119d1198048e8d04bd8e20d841195ba011933de56dc
[4] 718391882963 -> c32852d119d0f5f569234fb621194bb9f2c00be8119d8a301191be8284894ab4
[4] 719259376357 -> b7aa21a91190ddd37ce95861194a4195c2fc49119fd618fd1eb9119c6dd0f26e
[4] 719816812493 -> 328c119d44119c38a9010329521d7f806a14057880f8ea211947d43fa0d11991
[4] 719880850614 -> 5119f52d687fdd4090c249bf91192651c8d69911995fd515f94119469ca28d2c
[4] 720322149432 -> 90fae5cccfe727e3a1ea11191dd2119559006119d07478fc5f8eaf0d71e3119f
[4] 722152707169 -> 2f9ab758d8b3b614df666bd61192119b119119d9afe78f4aaf02b15693be618f
[4] 723646204716 -> 84ef11442e89351198a2fc6bbdc1f0e23a51f729c1191c46901197501804119a
[4] 725436358606 -> 09a1669dfe13c2c119550a45b4fd2617a5497c00935119311915119fe15bae78
[4] 726125242955 -> e76059d7c8f1199d610eba911988f1641a10bb27a7cfc411956a6dadbb119f6c
[4] 726516838386 -> 119f18e7ce151c6b119c09090747593730e2b62fcd111908bc5c7dcbe2fc119f
[4] 726789787367 -> 25ca5c2a276d51f9d3119214b18b65be6db71119c7e67911911991fa913aaf88
[4] 727192489169 -> e1197727119a1fa11198cc40e9e768cebf31190623fafda90be09dd4cecd01dd
[4] 727352063274 -> bc91103dc71190646f7d3d732dd17a8ce839711920db05b3f51198119b87344b
[4] 727644386522 -> 7313f17acd14119119e230b6252f96e7256d4a431b00f15616dba119119655f5
[4] 728125279530 -> a875336111974e78a119bb4b1fb950b1c0911952498119c165f9a3d45274e7a9
[4] 728958796830 -> 0abc938a15f8d776f008183a0dc91196f30d1d851190e0231a71191192b8dafd
[4] 730118872140 -> 4ec44119be288590b171198160b4ba1653448238f98aab8e08d277119f1192f1
[4] 730436007222 -> 976f037279119eac063487699adfbd1194481192c32a5879309479d141198d6e
[4] 731268014461 -> 18fa119bc37de119b1932119bb29e98ca51a289ee0591ad8e1119b7e0f840c29
[4] 732584716841 -> 511197d9904d4c119e421119f77b9f977116ae654a119e15b1d0cfcfd92ed03e
[4] 732834396975 -> 2d21794a61198f72b9119e3763df0d991196789b119a3a9d1853e4b8e1973b1a
[4] 735792301384 -> 2b115211981ec2efce1193f53b7b5189e27e9689d048c6b041199ba1190588f5
[4] 737114469879 -> 441a119123789a90119481195ca2f1193e45b8f5268619383eebb997aedd8edf
[4] 738432249166 -> bbe36274531192f3341194681193f302edb02f49afbd6cf36fcd6119287658bd
[4] 738817720510 -> 31a2dccb22d08a0211953fb11907a7011910fe5987a65bf1196e9918ab6710ca
[4] 739629848057 -> 758d4fbef22dfae7de6a7bdd895411911919b96cf0da1192e119873ba4c138b4
[4] 739704803472 -> 131199ec20d25a7322f31195a2236108d0c119524d3be098103f63662c1196ed
[4] 739788370166 -> f825ac3b02f6119b119733143535cea1d8b2f27d3ebc7140d7b4a11981199e91
[4] 740070445080 -> 11938ad7aec119a1fc333885411903f7f61194ab9671f65e6bb612e6c6595860
[4] 740302059589 -> 5948119cc6c48caba627e534dc4efc91491197059eb11911928f08e197c033c6
[4] 743018129776 -> 119e87119e1ea11190e19814a0184a0767e15ad49eaf4bb57e111198f44159e2
[4] 744623051079 -> db1643193f921aea119852a3bc11935b657d71f246afd1193f29bcfb91198920
[4] 745004283214 -> a227cce52119bd1197adba552888d543df3070481192f341fec7fef96824b119
[4] 747614980739 -> 6df171677811191194b166893e246ae05651dbf6d1042a3928a7119d11195671
[4] 747747676603 -> 235f4750905119221aae6ef83dda11943f57586d940fe119f511985b09fd1fea
[4] 747754759415 -> 547477bc12c54e1192cf00e12ff20618014e9ba399cc3b7ca0811911920ba119
[4] 749495857466 -> ea7119002593afe7b846c4ae8119781191722386a481ef01c591d11968e53d22
[4] 750026310583 -> 119a90b5e42dbe37a32e02b1193119fa84a14028856d2b2cbf90d5a8c7f5119e
[4] 750112849876 -> 51193cc53a7ad86119b4357c91e5d7e0a51ad119e039298d63b511901f582b82
[4] 750140404537 -> 2119d74119c301b11f124821a20612647d6cccda1197f528b119598cb221d268
[4] 750927564017 -> e4fa11931559d119646f217bf0a52311924270ed93c289e36670d37c9de119c9
[4] 751816988139 -> ce465a119fedc8e881f9ee2cd84ad12087ffa4111960cc1194d11992ed68e9e6
[4] 752950344549 -> a411991ef11928f990d478a778102949dbff37c72f1199ee17944325119c6768
[4] 754072869241 -> d7f6df26b691195b4f18e28729e6ff1f37311191911906a411960167812a291c
[4] 754175765278 -> 1fb551198d563d007730d9548119f39ccd7f953144616119fbb4e119d9788cf9
[4] 755402677802 -> 62d363ccb8a48b2119c211e0e119191192611933ad73a36293cb5f0a524c9f8d
[4] 755569263479 -> 877dbe63546a2e4911983dd13ca85c48c9d1c230a212119d82981198e5441191
[4] 755622380721 -> 119554a0faa80bd67ed750c0b8d95dc538acad9f171195f711915d1198831584
[4] 757620080473 -> 2a4f7b0474d8855884c11950731196cc1bc01a1095c7aec54683df75b1194119
[4] 758993461276 -> 7cc2119c9e293e0f11943fe0af09d0f211952b56a2eeb718a11972b0c43620c6
[4] 761014703954 -> 4274a9524be119b86409274119a6636488c8f9a05478cf2d1110a1193fc11966
[4] 762146705265 -> b2851a5f119cbddf035119dc1198c7b788e4f6b021da90f17c2fe16401199324
[4] 762335974879 -> 871e35f7530a8119dac119294923a79b2119fa5f3d0d82c39ede1198a6279399
[4] 763701466983 -> ff5a119fa6346632f2a6d6b882416e119da539119051194034d6bb8099a87d1b
[4] 764659211699 -> 458246039d45119558984291196da3024ff8a7ad338e41192111989894e7b2d0
[4] 765446901146 -> aa1f53deb98119d119f1119f95015961e1de6119844c1c4698246356601df9d6
[4] 766779469869 -> 119962daf5502f94e9ace90ef0c0084e11194f5537b011970d14dccffc74d119
[4] 767324062968 -> c589c119bb6e70538eca53c119caeb11927b08cef268da88c11974c1451e5a03
[4] 767924075250 -> 119366f5d15b8ba8cf7028cf58245324a47119cb119ec811989301028bdf2512
[4] 768648668325 -> 1193b85380da3459bc8119762bf247a1dca74f38a119faf36119d39d2fadc62c
[4] 768899386785 -> 559a8958eb803bcc4124d4601ebb649270d1c32d423afce1191191fd11911900
[4] 769146216086 -> 4fc63a4ef119d030b0417bd9b119cb39211911922899fcbd5e136b3b07b342ec
[4] 769194002622 -> 813043119d9ea7011982c6917f157a52b0621197119626aefc02c105ac6ca159
[4] 769196593159 -> 27eafb77d2d58f1197119b1d119ab4573d264c95df5f479e7119e6f6848846a0
[4] 769530054723 -> 92561119c4424726fed7a832c1198f11991bf1191c2f17a74fca2e42f318dc77
[4] 770470709615 -> 4c85a111919987e45119bbaf3e9e982219c1b9e8911911958af87065c174ba74
[4] 770550247618 -> 00b888678c58dfe76e818451192efd65ddbec495443b3119119991e8ad1119dc
[4] 770883866275 -> a5fa6827db1119501e2d330ab9888ba2c2119f6a119b1195eb495a830c023f25
[4] 772299499283 -> a01197ef1193af119c8d93db773a66b1197b002eaf59d9aca67457c5f2bf23f1
[4] 774126933435 -> cc8d4b79119e8bb6a796e5e00f03119286ab9119c78fdfa3001119a3e04b03ec
[4] 774340104471 -> dcea45985c681195a9cb6bfd8b65211970f10e2194119311975ec60dbb522817
[4] 774818059865 -> b119176a646a933bec1196c11b1d8f31195917fd201198cfa998e37d67beb2f0
[4] 775994800338 -> 947119fca3470d173a4c5511992a963601c881711904933bc93119f658642660
[4] 776678537375 -> 58d30e2c3e0119119119c544489f8119287470cd02e69393ad1be9a82696a0bb
[4] 776722495167 -> 5f5454cd192640d58b37cc4e1196afc14119e345c9ab6119c3119dab53da5a2f
[4] 777093239223 -> 2202ba27119147db713a33a9722d9c7119290be98cc3119f058b119410cdf702
[4] 779632031308 -> ab98c53f7ab5a1190b7a61198012b1e36811989119c43760dcfa28f088fdfdf2
[4] 779738997268 -> 9911190694c41190f1b1bde0ba6d90e80da84749916b119057367cad119bee91
[4] 781325275537 -> a37dc119d132d562a9751119bb5a831198b257a1190307d53c365ec1d328a316
[4] 781604049424 -> 72b2a271196b1ba93130eac54c1191192fdb6303119aece5f163852e8aaa7d05
[4] 782873664428 -> 6b7821211994a361196aa230f1d470c7db0c230e96623102c0fec11919811952
[4] 784210488792 -> c1613c119377e1196613e1198a65bdb72b04aa5c105415a7f2f119df0ed13f2e
[4] 784364917048 -> f3020a55f7119785ebed1d131a119b53111926169cc1196c428079083877c191
[4] 785294458679 -> 54fc7cb8833e37119436a932935111976654c1195784bb1c0f896fb119dce12d
[4] 787036954180 -> 395cd23d9170889475f5119c86dfb7b61811908e11960171e5d5234f119c23ae
[4] 788483438324 -> f3371119eb7c050df04e72c34aea405fb637957d1190eb7b4f859a8511951192
[4] 789301046704 -> 3311922d0138ae303fa1643119e1c059f7eb4de9300b119f947c64119468df67
[4] 789500114385 -> 9218dcdf337dba1c50bcd79d3794119c1198c4166bbff983238c9f10119a0119
[4] 789614212505 -> ec6c61198d119ea61c6bd76eaa912795d8a33de9bed23ba9a9119e02d991196c
[4] 791223046811 -> addde67cf9a516011976c71ae809119d85d47284a455411994b119268137f8cd
[4] 792569758377 -> ca23ab0cf4e2847f03f8f0495f1191c119e92dcaff582fecb4119119fae0c3cb
[4] 794841073516 -> 4f7160e1197efd440bc3111900d6e0e5598cbf3272936b4b1f671191a331193a
[4] 796294690316 -> 2f46b0d501b85d356ac11952119119f54b139ab526b6518119fc6068f797236a
[4] 797677018402 -> a488f6e119d87339921e7119601806c035184f119f978b5662342119300e752e
[4] 798069717677 -> 119952644dd712e1e119d686e1d51d8b41190692e119bf47b42ba181c80172ab
[4] 799122493948 -> f45d64e3a611970bf816337b020eaa0eb3eea7603f711e55b119492119b119bb
[4] 804929685128 -> 649b4a3a9711964ec9119119ed9a78d00968a0bf874597f1cab02eb119115ce2
[4] 804984812421 -> 11940a5b20f119be0fab914af57fc7a091ca523c11911986bf7679702589fd89
[4] 805708138793 -> 5bee38f50066d333914f311119119119d004ad7bc5949a5b3211220711989fc1
[4] 805954517346 -> 702d6da41195330b119c5ed66e96ced4e78119a7bad6611b82bf4092dfa1193c
[4] 806270627674 -> 294f119af1144a6629a7a2228c7b357e820bf75341668081196d12611911946e
[4] 806631931129 -> dc02152c29119119cb11197a7119dd802715ecc3903ac8dc0febe3b7bc99ffd4
[4] 807225474808 -> c119c5ffdf264b7b1047cd0423b408e56de38119e4911991196a91e3ef811c2a
[4] 807734093008 -> 1526b119f175012174752fd5119dfc50e3843a119bfd1196eeb40751320d7a5c
[4] 807984805641 -> 1198faab1192e862fb1508c4c0900a8fd31190b03a10676a9e14ff1d4911980e
[4] 808600623496 -> bd950144b7119f47a291198f8cfb98a119fed6ec9d9443ba85b87119b194959a
[4] 809063051818 -> 16901098e9ded80f48b5ace83f119fd119761191efae74dd0b5a3119704dc93c
[4] 809182379515 -> 1199119b21055119ad4583fa11986a1e10e9a5b066dfac49077356acb23d7b88
[4] 810310686549 -> 69d119171a57a5334e12ccdf119039bef961193288fc1ac2081988b8c4119da2
[4] 811377470257 -> 60a119c7326b9102c37c627aff5fe7119292cbae6119f8cb6f031c59d119d13a
[4] 811390888951 -> f1287b84119326246c911915fb1192dedd47ce25052242de85cc1196d423357b
[4] 811520256775 -> 83ab204518c1e9e800dc5a8caceb7119c37bf68899119119e23d7dc74711197a
[4] 811858220959 -> d11244774efc9538e11927fbb3b93711950cc6833b12ff5d0aec35b551191198
[4] 812804130963 -> 0f4d7ab41fc3267dddb9c6023119119dec119ff1d726c46bd730e2c8585f7119
[4] 813821779634 -> eb01221192bad968119de9185e4afc7c37b1199a9373b05ad42e132f119bd152
[4] 815031647970 -> 4e70f7a4711e1197e3cb72119d119b5ef479260ad4ff9a3f81197f6327075773
[4] 816049363601 -> 9a32dee701199643fb95a7a70f10b0119caedfc1195d1191583fed3344ed3c81
[4] 816077413621 -> e8477280566119411989b5e809a957d25bef119e923b686e4119940f796b585b
[4] 816104486261 -> 4e3b11940758a4b6c69b65ef202d119f3f119a173958f1197218ce8d3a06fb6e
[4] 819915955303 -> d92af60911933b1b4991d3119a4fde372ae0092384ec2d5fa1119e7918119b90
[4] 821947839303 -> 111904a92bf91e2081193119dae5e1b82f52a2aac62f0b195109a0ccc1196582
[4] 824265251812 -> ace22fa4c0119c1e5b9ac68e711aa441cab3f7351cd3c39d119b11993e0119c1
[4] 825585424618 -> 02d46cacf202339dc8119e761193112119d991199b67093c5475892ebe5f0364
[4] 825877700968 -> 213ce317553dd119487119c45524c816b220e96f71f319f119d119939381f087
[4] 826030022484 -> 14d7119a8ebcad10119574f12f296498a9885458f4e2119d6c9a1196ae1ae5df
[4] 829556102040 -> ecd11931bad1d4d08fe1119c4d53dbbb91190ce34ae7e3d68bd3285fe1119516
[4] 830882064191 -> 5119f9ee32db2c51190a02bb911970646db84bb14097ebcafc72d119c5ea1a9c
[4] 830914146990 -> 8fd1f1119dfe0b1192083f61918ccb81b824c6ce54530c6fda1ed56119119d1a
[4] 831063838833 -> d771193c4119a789119a5f4eb10a2071f47a82fb197c15241190f4aa0b4b00e1
[4] 831577138112 -> cac9ea4583119200d3fbac5ec6063601119fc5bfa4e6ee119b6ecd1b1190d696
[4] 832120063474 -> 9fe53f78a11905d55467befe1c83a119f00e9d3119c2b261191547bf8fa1bb5e
[4] 832348998327 -> 6d0d4bc9f0a436e036a2df6b08c1191191197a81194cd12b54f94ee3fc7218a5
[4] 832981264808 -> 11994f09a23bcbeccb4699b8353bbe71194e152a419a2119a11923829323e093
[4] 834047713856 -> 54c65a70fa31190daea22c4311980c891413fbdb1198ca6afcb6102fc91194b7
[4] 834128198435 -> cbeb119438d37a10119b0fa954f150e51dc3a9a904fabeea2611196de5119ce8
[5] 834152113309 -> aa119b9f0ca4ef23211928797e14bb767d911911915a551190c3ba64b3a8aae8
[4] 834198294206 -> 8e926537fa322a17eba04119f91191191324556dc1194a27300978c32d489289
[4] 835226918632 -> 74882082f77cf717c1196c1b98baf93f511938e119fa865a4316fa021199f1b4
[4] 835558366561 -> 7dd2de649e605c81b11911954db39660429fe99f52a5119d006efdac7f119766
[4] 837263381750 -> fd4fbd57010119fdb119f0e1190e73002d658119a1501927c2bea412a7b4a34a
[4] 838719566101 -> 72e29eee0bccfa77d18a0b607b3119c7293aca33ac11984119411966b08f8e72
[4] 839902098059 -> 595464b420a4119ad8ff4c119d9fb96639119039a9af8a0cb81193e23d50fc36
[4] 841887678613 -> 4119ac7b24efcc1192ea9d5439b0925aa2c5669b8ac0a1198119a3cc064f2b71
[4] 842694612281 -> 1198bcc2a589ee6e119119f39fb119055beef0b42884bc8968fceb00212f8598
[4] 844084445232 -> 119f6c5bb541cf6d7d9ccc0c03b60a03dc11911937511911a16f2e6f6c398e78
[4] 844359237312 -> 11192815a72c1199d594bff3de49b6119fdd4a959a499791190b4cbe2d23ea20
[4] 844413662605 -> bb98926232938f62bce38119a06611993914aa8d7a24016d78131198a166e119
